English word,Katakana word,Google Translate
il,ウリ,Uri
doc,ルッカ,Lucca
jasnieres,フランス,France
jean,ジョーヌ,Jonu
lodi,ローダイ,Lodi
bohan,ハン,Han
igt,ティー,Tea
ferrandes,フェッランデス,Fetch Landes
troia,トロイア,Troy
clarke,クラーク,Clark
vinados,ビニャドス,Binyadosu
rio,リオ,Rio
chaniere,シャニエール,Shanieru
calendreau,カランドロー,Karandoro
aoc,ディヤック,Diyakku
clynelish,クライヌリッシュ,Kula dog Riche
peseta,ペセタ,Peseta
quelltaler,クエルテイラー,Click El Taylor
maset,マセット,Masset
beist,アリーナムビースト,Arena-time Beast
weinkellerei,ヴァインケラライ,Vine Kerala Lee
wine,オーゾンヌ,Ausone
spumante,スプマンテ,Spumante
vieille,ヴィレ,Ville
bue,ブエ,Bue
yamazaki,カスク,Cask
dimore,ディモーレ,Dimore
chene,シェヌ,Shenu
condamine,コンダミンヌ,Kondamin'nu
spleen,シャススプリーン,Shas Spree down
laulee,レロ,Lero
malonniere,マロニエール,Maronieru
etain,エタン,Ethane
rarest,レアレスト,Rearesuto
pe,アールペペ,Arupepe
soleil,メルロー,Merlot
grance,ビアンコ,Bianco
majorum,マジョラム,Marjoram
vinalies,フランス,France
canonlagaffeliere,ギャフリエール,Gaff Villiers
mantonicoz,マントニコズ,Mantonikozu
quattro,クアットロ,Quattro
apitiv,アピティヴ,Apitivu
amant,サンテ,Sante
dead,レッド,Red
frontera,フロンテーラ,Frontera
auchroisk,オスロスク,Osurosuku
grandarella,グランダレッラ,Gurandarerra
barolet,ドクターバロレ,Dokutabarore
juveniles,ジュヴナイルズ,Juvenile's
caliboro,カリボロ,Kariboro
emilia,リア,Rear
etiquette,ヴィオレット,Violette
camelias,カメリアス,Kameriasu
contessa,コンテッサ,Contessa
les,ブイッセ,Buisse
alborina,アルボリーナ,Aruborina
egren,エグレン,Eguren
dor,ドール,Dole
nageanna,ヘネシーナジェーナ,Hennessy Na Jay Na
ognissole,オンニソーレ,On'nisore
pinot,タタン,The other end
cacao,ヴィノカカオ,Vu~inokakao
caburnio,カブルニオ,Kaburunio
braun,ブラウン,Brown
tangra,ブルガリア,Bulgaria
when,ホウェン,Hou~en
assolato,アッソラート,Assorato
fashion,ファッション,Fashion
knolls,アンバーノールズ,Amber Nord's
ansonica,ビアンコ,Bianco
kc,ブラックニッカ,Black Nikka
muscat,マスカット,Muscat
zenfandel,ジンファンデル,Zinfandel
alzero,アルゼロ,Aruzero
tete,テート,Tate
moussas,ムサス,Musasu
jaboulet,ロティ,Loti
sanguinet,サングイネート,Sanguineto
rossi,ロッソ,Rosso
seve,セーヴ,Saves
loriginel,ロリジネール,Rorijineru
chilean,リナ,Lina
aura,アウラ,Aura
medaillon,メダリオン,Medallion
arches,アルシェ,Arche
dorsheim,ドルスハイム,Dorusuhaimu
lageder,ラゲデール,Ragederu
tamnavulin,タムナブリン,Tamunaburin
garbel,ベル,Bell
travaglini,トラヴァッリーニ,Tiger Valle d'Angelini
oak,フレンチオークカスク,French oak cask
aie,アイエ,Aie
galinot,ジットン,Jitton
primon,プリモン,Purimon
malt,トミントール,Tomintoul
mura,ムーラ,Mugla
line,ノン,Non
colline,コッリーネ,Colline
rosis,ロシス,Roshisu
sekltkellerei,ゼクトケラーライ,Sekt Keller Lai
the,ハイ,High
broustet,ステ,Stearyl
angelini,アンジェリーニ,Angelini
port,ポートシャーロット,Port Charlotte
boasso,ボアッソ,Boasso
longueville,ロングヴィル,Longueville
superieur,ラ,La
pouillac,クレール,Clair
emonin,エモナン,Emonan
gysler,ガイスラー,Geisler
comte,ラモット,Lamotte
chanlins,ヴァンサン,Vincent
dit,オート,Auto
pessac,ブスコー,Busuko
pourpre,プールプル,Purupuru
brass,ブラス,Brass
merli,メルリ,Merli
romotineau,ロモティーノ,Romotino
clemente,クレメンテ,Clemente
les,ペレス,Perez
lune,ソーヴィニョンブラン,Sauvignon Blanc
beaucasel,セール,Sale
hermitage,ハーミテージ,Hermitage
sakura,サクラ,Sakura
prieure,プリュール,Puryuru
du,シュッド,Sud
solleone,ワイナリー,Winery
ferriere,フェリエール,Ferriere
morellino,モレッリーノ,Morerrino
gille,ジル,Jill
bonacosta,ボナコスタ,Bonakosuta
maker,クロ,Black
rutter,ルター,Luther
sanese,サネーゼ,Saneze
diablo,ディアブロ,Diablo
wirshing,ヴィルシング,Ville Thing
clarke,クール,Cool
entre,アントル,Antle
chili,チリ,Chile
sabbie,サッビエ,Sabbie
feuersbrunner,ヴェルトリーナー,Veltliner
futreau,フュトロー,Fu~yutoro
ceriani,チェリアーニ,Cheriani
lacresse,クレッセ,Clesse
charlette,シャルレット,Shall let
gri,グリ,Gris
riserve,リザーヴ,Reserve
lauro,ラウ,Lau
ranchoysidrovineyard,ランチョイシドロヴィンヤード,Rancho Isidro Vineyard
varietals,バラエタルズ,Baraetaruzu
castle,テル,Tell
saintromain,ロマン,Roman
clos,ラス,Russ
le,ロ,Russia
domino,ドミニオ,Dominio
capitel,カピテル,Capitel
lherdeleau,エルドロー,Erudoro
et,ゴーティエ,Gautier
lulunne,リュリュンヌ,Ryuryun'nu
forchini,フォルチーニ,Foruchini
poire,パリ,Paris
supreme,シュプレーム,Shupuremu
viollette,ヴィオレット,Violette
br,ヴィラ,Villa
ten,アン,Anne
garnacha,ガルナチャ,Garunacha
chell,シェリー,Shelley
it,クロアット,Kuroatto
eolo,エオロ,Eoro
ciolli,チョッリ,Chorri
crested,クレステッド,Crested
fujiclaire,フジクレール,Fuji Clair
air,ラ,La
nals,ナルス,Narusu
herve,エルヴェ,Hervé
priore,ラ,La
aalto,アアルト,Aalto
joven,ベン,Ben
andlau,アンドロウ,Andorou
sarada,サラダ,Salad
alteni,アルテニ,Aruteni
nelobufaleffi,ネロブファレッフィ,Ne Rob file Lessonia Fi
trebbiolo,トレッビオーロ,Torebbioro
renald,レイナルド,Reinaldo
soldiers,ソル,Sol
hudson,ハドソン,Hudson
playa,ラプラヤ,La Playa
colloredo,コロレド,Kororedo
allora,アローラ,Arolla
vignes,ブザンスノ,Buzansuno
four,フォール,Fall
cask,アカ,Red
tournelle,ラ,La
tail,イエローテイル,Yellow Tail
noir,カナリー,Canary
maggiore,マッジョーレ,Maggiore
rosae,ローザ,Rosa
pontet,ポンテ,Ponte
pairolero,パイロレーロ,Pairorero
albalin,アルバリン,Arubarin
cms,オススメ,Recommended
bourgogne,リング,Ring
leukadios,ルカディオス,Rukadiosu
zanza,ロッソ,Rosso
handgrenades,ハンドグレネイズ,Handogureneizu
averino,アヴェリーノ,Avellino
cyril,ラ,La
contraaparede,コントラアパレーデ,Contra APA Leh de
cos,クラッセ,Classe
punto,プント,Punto
bouches,ブーシェ,Boucher
france,リコネ,Rikone
classico,カーサ,Casa
dutton,ダトン,Daton
taillefer,タイユフェール,Tailleferre
dolee,ドレエ,Doree
cases,カーセズ,Kasezu
rivetti,リベッティ,Ribetti
sakurairo,アーリー,Early
hauserer,ハウゼラー,Hauzera
te,アート,Art
donoratico,ドノラティコ,Donoratiko
ormeau,オルモー,Orumo
maiana,マイアーナ,Maiana
grantschen,グランチェン,Grand Cheng
freres,ベサール,Besar
bells,ベルズ,Bells
falo,ラ,La
sale,テソロ,Tesoro
br,キャンベルアーリー,Campbell Early
chene,シェネ,Chesnay
wooden,ゴードン,Gordon
nielson,ニールソン,Neilson
murola,ムローラ,Murora
periperi,ペリペリ,Periperi
viniterra,テッラ,Terra
pinotnoir,ピノットノイル,Pinottonoiru
glenelgin,グレンエルギン,Guren'erugin
victorian,ヴィクトリアン,Victorian
balbinot,バルビノット,Barubinotto
boontling,ブーントリング,Boone To Ring
vinsobre,ヴァンソブル,Vu~ansoburu
motte,モット,Mott
mclaren,オーストラリアン,Australian
sur,リ,Re
et,コートロティ,Court Loti
laird,レアード,Laird
fombrauge,フォンブラージュ,Phone blur Jeu
quatro,クアトロ,Quatro
optimum,オプティマム,Optimum
marguerite,マルゲリート,Marugerito
forca,フォルカ,Volker
bonteera,ボンテッラ,Bonterra
kaysersberg,カイザルスベルグ,Kaiser Luz Berg
vieilles,ルソー,Rousseau
filip,フィリップ,Philip
inferno,インフェルノ,Inferno
vinified,ヴィニフィエド,Vu~inifiedo
irongate,ゲート,Gate
pinot,カウンティー,County
tintore,ティントーレ,Ting Torre
ludvic,ルドヴィック,Ludwig
furor,ラヴェッロ,Ravello
piacevole,ピアチェボーレ,Piachebore
late,エステート,Estate
centin,チェンティン,Chen Ting
gattavecchi,ガッタヴェッキ,Gallura Tavu~ekki
carvados,カルヴァドス,Calvados
br,レセルバ,Reserva
lemelson,レメルソン,Lemelson
moncayo,カヨ,Cayo
linsolite,ランソリット,Ransoritto
sirugue,シルグ,Shirugu
pote,ポート,Port
yarden,ヤルデン,Yaruden
wineckschlossberg,シュロスベルグ,Schlossberg
cast,スペイキャスト,Spain cast
taureau,トロー,Trow
michel,ショレイ,Shorei
gemme,ジェム,Jem
treviso,トレヴィーゾ,Treviso
trutina,トルティーナ,To Cortina
chenin,シュナン,Chenin
lynchmoussas,ムサス,Musasu
infantes,インファンテス,Infantes
trame,トラーメ,Torame
moliere,モリエール,Moliere
artiga,アルティーガ,Arutiga
eidora,アイラ,Ira
carradi,ポデリ,Poderi
bernardi,ベルナルディ,Bernardi
mont,ポイント,Point
macallan,マッカラン,McCarran
santenay,マニャン,Magnin
blancs,カーネロス,Carneros
bimbadgen,ビンバジン,Binbajin
millenium,レニウム,Rhenium
glen,グレンデベロン,Gurendeberon
frescato,フレスカート,Frame skirt
coach,コーチ,Coach
vineyard,スリーピーホローヴィンヤード,Sleepy Hollow Vineyard
vatting,スペシャルヴァッティング,Special Valle d'Computing
salpe,サルプ,Steffisalp
schaferfrohlich,フレーリッヒ,Frohlich
goullart,エントリー,Entry
altenahrer,ミネラル,Mineral
alienor,アリエノール,Eleanor
costanti,コスタンティ,Kosutanti
le,デッレ,Delle
jean,ボンヌ,Bonne
marcanda,カンダ,Kanda
teso,テソ,Teso
select,ヒルサイドセレクト,Hillside Select
gris,ガラス,Glass
saintpierre,サンピエール,Saint-Pierre
on,ヴァン,Van
noir,ダニール,Danyl
romanee,ヴォーヌロマネ,Vosne Romanee
allegra,アレグラ,Allegra
solo,メルロー,Merlot
des,アンデス,Andes
duboeuf,ビエフ,Biefu
framingham,フラミンガム,Framingham
reserve,バル,Val
michelle,エロ,Hello
circles,サークルズ,Circles
martinez,マルティネス,Martinez
shiraz,ハンターシラーズ,Hunter Shiraz
celler,ロール,Roll
ac,デュック,Duc
high,ロッホ,Loch
laurent,シルヴァンネトル,Sylvain Nettle
roger,ラ,La
frailes,ヴァルデロス,Vu~aruderosu
main,メイン,Main
sancho,サンチョ,Sancho
ribera,リベラ,Rivera
eau,オー,Oh
sommerhausen,ゾマーハウゼン,Sommer Hausen
bugey,ビュジェ,Byuje
gott,ジョエルゴット,Joel Gott
sacre,サクレ,Sacre
stato,スタート,Start
vesselle,ヴェッセル,Wessel
touriga,トゥーリガ,To~uriga
cecchini,テェッチーニ,Te~etchini
vatan,ヴァタン,Vu~atan
terroirs,ラサラ,Rasara
vre,フェーヴル,Faivre
geist,ステ,Stearyl
estate,ケンゾーエステイト,Kenzo Estate
still,ゴールダースティル,Goal Dah Still
years,マルス,Mars
lie,ルイ,Louis
novali,ノヴァリ,Novu~ari
arnauton,アルノートン,Al Norton
caillanne,ローヌ,Rhone
port,メタルネームプレート,Metal name plate
marieamandine,アマンディーヌ,Amandine
labbaye,キュヴェ,Cuvee
veronese,ヴェロネーゼ,Veronese
entresuelos,エントゥレスエロ,En toe-less erotic
lois,ロゼ,Rose
isarco,イサルコ,Isaruko
abai,アバイ,Abai
vila,ビラ,Villa
seta,セータ,Sweater
zigzag,ジグザグ,Zigzag
sec,ドミセック,Domisekku
nei,ネイ,Ney
sauvignon,ジャン,Jean
schonborn,シェーンボーン,Shane Bourne
fattor,ファットリ,Fattori
terra,テッラ,Terra
vatted,バッテッド,Batteddo
leopoldo,レオポルド,Leopold
goulee,グーレ,Goulet
brick,ブリック,Brick
andre,サンタンドレ,Saint-Andre
hilberg,ヒルバーグ,Hilberg
plein,プレン,Puren
shamaris,シャマリス,Shamarisu
paul,ル,Le
piemontte,ピエモンテ,Piedmont
girolate,ジロラート,Jirorato
federspiel,フェーダーシュピール,Fader Gerhard Peel
soufre,スフル,Sufuru
soellner,ヴェルトリーナー,Veltliner
vitral,ヴィトラル,Vu~itoraru
quinson,カンソン,Kangson
mazis,ルソー,Rousseau
cremosine,ベルサーノ,Berusano
touraine,ブラン,Blanc
cifra,チフラ,Chifura
kiss,キッス,Kiss
noble,ヴィラ,Villa
cru,ルルー,Leroux
valensole,ヴァランソール,Vu~aransoru
rose,レス,Less
sert,タットルセルト,Tattoruseruto
hahf,ハーフ,Half
nera,ネラ,Nera
oebron,オベロン,Oberon
noria,リア,Rear
bine,ネ,Ne
sonato,ソナト,Sonato
quatre,クアトル,Quatre
coterotie,コートロティ,Court Loti
manda,マンダ,Manda
canonica,カノーニカ,Canonica
pro,プロ,Professional
side,スペイサイド,Speyside
vulture,ヴェルトゥーレ,Vel Toure
baraille,バライル,Barairu
vineyard,キスラーヴィンヤード,Kistler Vineyard
rouge,ガイア,Gaia
riggs,ミスターリグス,Mr. Riggs
penedes,ペネデス,Penedes
alcesti,アルチェスティ,Aruchesuti
short,ショートロウ,Short wax
amor,アモール,Amor
les,シリーズ,Series
stimson,スティムソン,Stimson
sangiovese,サンジョヴェーゼ,Sangiovese
serame,ラム,Lamb
kellerei,ライ,Lai
cerbaiola,ブルネッロ,Brunello
carpe,カルプ,Culp
casas,カサス,Casas
primus,プリムス,Primus
taburuno,タブルノ,Taburuno
st,ルショット,Rushotto
blanc,ジュンケ,Junke
nv,バー,Bar
ws,サイズ,Size
claret,テル,Tell
terra,テラ,Terra
locura,クラ,Kula
clos,モーリス,Maurice
bockelheim,ベッケルハイマー,Becker Hymer
pettirosso,ペティロッソ,Petirosso
nouveau,ヌーボー,Nouveau
cos,コス,Kos
akzente,アクツェンテ,Akutsu~ente
apresmidi,ラプレミディ,Rapuremidi
vale,バレ,Barre
eritage,エリタージュ,Eritaju
chevalier,ボール,Ball
casillero,メルロー,Merlot
boillot,ボトル,Bottle
acorns,フレンズ,Friends
frederick,フレデリック,Frederick
ursules,ローズ,Rose
recit,レチット,Rechitto
redde,レッド,Red
aulerde,アウレルデ,Aurerude
rossell,ロッセール,Rosseru
montmorin,モンモラン,Monmoran
casasilia,ソレ,Sole
monsordo,モンソルド,Monsorudo
loggia,ロッジャ,Loggia
le,レ,Le
havest,ハーヴェスト,Harvest
brut,カルト,Cult
manduria,マンドゥリア,Mando~uria
pfaffman,ファフマン,Fafuman
fiorita,フィオリータ,Fiorita
martinelli,マルティネリ,Martinelli
brella,ブレラ,Brera
duresses,オクセー,Okuse
cresse,クレッセ,Clesse
erte,エルテ,Fuerte
betliner,フェルトリーナー,Lina felt over
terrantez,テランテス,Terantesu
brunerro,ブルネロ,Brunello
mountain,ハウウェルマウンテン,Howe wells Mountain
otima,オティマ,Otima
ottes,オッテス,Ottesu
torrichella,トッリチェッラ,Torricherra
canonn,カノン,Canon
julien,グラン,Gran
petra,トラ,Tiger
pfersigberg,プフェシベルグ,Pufeshiberugu
apricot,アプリコット,Apricot
konigingvictoriaberg,ヴィクトリアベルグ,Victoria Berg
flagler,グレンフラグラー,Glen flag error
vip,カップ,Cup
airlie,エアリー,Airy
compania,コンパニーア,Konpania
colli,トッレ,Torre
iiib,ベー,Base
luni,ルナエ,Runae
sauvignon,ヌーンガン,Nungan
orange,オランジェ,Orange
rufus,ティレルズルーファス,Tyrrell's Rufus
centine,チェンティネ,Chentine
ancient,コントラコスタカウンティ,Contra Costa County
barrail,ラ,La
noire,エール,Yale
naveran,ナヴェラン,Navu~eran
tauopenotmerme,メルム,Merumu
fornelli,フォルネリ,Foruneri
soda,ダ,Da
avora,ダヴォラ,Davu~ora
colore,コローレ,Corolle
latour,ルー,Lou
bonville,ベレ,Belle
nouvelle,ヌヴェル,NOUVELLE
jinete,ヒネーテ,Hinete
doc,カー,Car
alaia,アライア,Alaia
pais,パイス,Pais
extate,エステテート,Este Tate
claire,クレール,Clair
classico,キャンティクラッシコ,Chianti Classico
ordinaire,オルディネール,Orudineru
benriachcuriositas,クリオシタス,Kurioshitasu
thick,スィック,Su~ikku
svolta,スヴォルタ,Suvu~oruta
ourse,ウルス,Urs
fayau,ヨー,Yaw
zoe,ゾエ,Zoe
shebang,バング,Bang
josn,ジャンセン,Jansen
roman,サンロマン,Sanroman
malot,カルト,Cult
miya,ミヤ,Miya
arione,アリオネ,Arione
sra,サリオ,Sario
press,ザ,The
domaine,ラモネ,Ramone
villa,レール,Rail
ghislaine,ジスレイヌ,Jisureinu
lokal,ローカルカルカリオ,Local mosquito Lucario
var,メルロー,Merlot
fuego,フエゴ,Fuego
solviva,ソルヴィヴァ,Soruvu~ivu~a
dannes,サン,San
olivares,オリバーレスオリヴァーレス,Olivares Oliver less
harlan,カルフォルニア,California
villa,リー,Lee
charles,ミッシェル,Michel
mauriane,モリアン,Morian
holzfass,ホルツファス,Horutsufasu
paradou,パラドゥ,Paradou
ruiz,ルイス,Lewis
cobb,コブ,Cobb
good,デ,De
bull,ル,Le
shyraz,シラーズ,Shiraz
noe,ドノエ,Donoe
samuele,サムエーレ,Samuere
signature,レストラン,Restaurant
chateaunef,シャトーヌフ,Chateauneuf
vernacoli,ヴェルナコリ,Vu~erunakori
layers,レイヤーズ,Reiyazu
compostelle,コンポステル,Konposuteru
dubourg,デュブルグ,De~yuburugu
casali,カサーリ,Kasari
stein,シュタイン,Stein
sale,デッラ,Della
lalandeborie,ボリー,Boley
fiacre,フィアクル,Fiacre
madeline,マデリン,Madelyn
michael,シラー,Schiller
guidalbert,グイダルベルト,Guidaruberuto
dame,ダム,Dam
zenone,サン,San
lie,クレレ,Crelle
dan,ダン,Dan
river,ラベル,Label
ottes,エアステス,Easutesu
vitteut,ヴィトー,Vito
master,シングルモルト,Single malts
armorik,アルモリック,Arumorikku
aine,ネ,Ne
darveau,ドルヴォー,Doruvu~o
set,アスティ,Asti
sauvignon,ソーヴィニ,Sovu~ini
regium,レジウム,Rejiumu
vindemio,ヴァンデミオ,Van Demio
barbacarlo,バルバカルロ,Barubakaruro
valente,ヴァレンテ,Valente
or,ラ,La
rindo,リンドウ,Gentian
verdicchio,ブッチ,Butch
macphailcaolilaconnoisseurschoice,ボトラーズウイスキーシングルモルトスコッチ,Bottlers whiskey Single Malt Scotch
perele,ルル,Lulu
scala,スカラ,Scala
maurac,エリック,Eric
sodibaco,ソディバコ,Sodibako
unwooded,アンウッデッド,An'uddeddo
syrahmelrotmourvedre,ムールヴェードル,Mourvedre
choffletvaldenaire,ショフレヴァルドネール,Cane frame Wald Nehru
yannick,ヤニック,Yannick
rizerva,リゼルヴァ,Riserva
manekineko,マネキネコ,Beckoning cat
charme,シャルム,Charmes
boito,ボイト,Voight
malabarista,マラバリスタ,Marabarisuta
pask,パスク,Pask
vol,ヴォル,Voll
